Date,Name,Loyalty Program,ITR,Overall Comment,Elite Ap.,Cleanliness,Staff Service,Maintenance and Upkeep,F&B,Reason for Brand Question Rating,Restaurant 1 Service Satisfaction:,Reason for Trip,Overall Score,Social Comment,Comment_Length,Month,Year,Year-Month,Season,Service_Quality,Detected_Language,Translated Overall Comment,Sentiment,Sentiment_Score,Sentiment_Magnitude,Sentiment_2
2022-04-20 09:40:28.000,BRAULIO,Member,1.0,"Booking.com cerré trato en 104000 pesos mas impuestos y en el hotel me cobraron 1:34000  y eso no está bien me cobraron 9000 pesos mas , reclamando no me reconocieron",10.0,8.0,1.0,4.0,5.0,Unknown,10.0,Couple,2.25,Excelente,30,4,2022,2022-04,Otoño,4.5,es,"Booking.com closed the deal for 104,000 pesos plus taxes and at the hotel they charged me 1:34,000 and that is not right, they charged me 9,000 pesos more, when I complained they did not recognize me",negative,-0.699999988079071,0.699999988079071,negative
2022-04-19 14:24:13.000,FABIAN,Member,10.0,"Estimados, tuve una muy placentera estadia
Todos los años festejamos en otra cadena de Hotel nuestro aniversario.
Este año decidimos cambiar, y me sorprendio los detalles que tuvieron al mejorarnos la habitacion.
Sin saber nos asignaron la habitacion 1403 , y nos sorprendio que justamente es  nuestro dia de aniversario 14 de marzo.
Y resulto ser una habitacion con una  vista inmejorable.
La atencion de los mozos, el valet, y la recepcion fue excelente.
No quiero dejar de mencionar el nivel de calidad del menu en el Restaurante La luciernaga fue muy bueno.
En general la experiencia fue de lo mejor, esperamos volver el proximo año.
Gracias a todos por su profesionalismo.
Saludos
Lic. Fabian D'Andrea",10.0,9.0,10.0,6.0,9.0,Unknown,10.0,Couple,4.25,Excelente,116,4,2022,2022-04,Otoño,8.5,es,"Dear Sirs, I had a very pleasant stay. Every year we celebrate our anniversary at another hotel chain. This year we decided to change, and I was surprised by the details they had in upgrading our room. Without knowing it, they assigned us room 1403, and we were surprised that it was precisely our anniversary day, March 14th. And it turned out to be a room with an unbeatable view. The service of the waiters, the valet, and the reception was excellent. I do not want to forget to mention the quality level of the menu at the La Luciernaga Restaurant, which was very good. In general, the experience was the best, we hope to return next year. Thank you all for your professionalism. Greetings Lic. Fabian D&#39;Andrea",positive,0.6000000238418579,7.099999904632568,positive
2022-04-19 12:13:04.000,ALEJANDRO,Member,8.0,Agradable,10.0,9.0,8.0,9.0,7.0,Unknown,10.0,Friends,4.125,Excelente,1,4,2022,2022-04,Otoño,8.25,en,Pleasant,neutral,0.30000001192092896,0.30000001192092896,positive
2022-04-19 11:31:45.000,JESUS,Member,6.0,"Estuve 6 noches con ustedes, las primeras 3 no fueron nada agradables, la torre vieja de su hotel está en malas condiciones , se escucha todo de los cuartos vecinos, mi vecino fumaba en su habitación, tuve un problema con el sanitario, a lo cual agradezco que me hayan cambiado de habitación a la otra torre que es un mundo de diferencia, el personal es “maravilloso” desde recepción, hasta el Staff de limpieza a la habitación , felicidades en eso !!!!",10.0,4.0,10.0,2.0,5.0,Unknown,10.0,Friends,2.625,Excelente,81,4,2022,2022-04,Otoño,5.25,es,"I stayed with you for 6 nights, the first 3 were not at all pleasant, the old tower of your hotel is in poor condition, you can hear everything from the neighboring rooms, my neighbor smoked in his room, I had a problem with the toilet, for which I am grateful that you changed my room to the other tower which is a world of difference, the staff is &quot;wonderful&quot; from reception to the cleaning staff to the room, congratulations on that!!!!",positive,-0.20000000298023224,0.20000000298023224,negative
2022-04-18 09:20:59.000,JACQUELINE,Ambassador,4.0,"While there wee a couple of standouts, in general the staff wasn’t as customer service focused or trained as I have experienced in your other properties in the US and even other countries.",10.0,9.0,4.0,9.0,7.0,Unknown,10.0,Family,3.625,Excelente,33,4,2022,2022-04,Otoño,7.25,en,"While there wee a couple of standouts, in general the staff wasn’t as customer service focused or trained as I have experienced in your other properties in the US and even other countries.",negative,-0.699999988079071,0.699999988079071,negative
2022-04-18 08:38:06.000,ESTEBAN,Member,10.0,"Realmente tuvimos una excelente Estadía, muy bien atendidos y cómodos. Muchísimas Gracias.",10.0,10.0,10.0,10.0,9.0,Unknown,10.0,Conference/Convention,4.875,Excelente,12,4,2022,2022-04,Otoño,9.75,es,"We really had an excellent stay, very well attended and comfortable. Thank you very much.",positive,0.8999999761581421,1.7999999523162842,positive
2022-04-18 05:49:13.000,GONZALO,Member,10.0,"Everything was great. The hotel gave us an upgrade. Room was perfect, customer service was perfect.",10.0,10.0,10.0,10.0,9.0,Unknown,10.0,Couple,4.875,Excelente,16,4,2022,2022-04,Otoño,9.75,en,"Everything was great. The hotel gave us an upgrade. Room was perfect, customer service was perfect.",positive,0.699999988079071,2.200000047683716,positive
2022-04-16 13:29:08.000,ANTHONY,Member,7.0,The hotel is aged and could be renovated.  Location is nice.,10.0,5.0,7.0,4.0,4.0,Unknown,10.0,Business Individual,2.5,Excelente,11,4,2022,2022-04,Otoño,5.0,en,The hotel is aged and could be renovated.  Location is nice.,positive,0.30000001192092896,1.2000000476837158,positive
2022-04-16 11:42:11.000,JORGE,Platinum,10.0,Muy buena atención.,10.0,10.0,10.0,10.0,10.0,Unknown,10.0,Business Individual,5.0,Excelente,3,4,2022,2022-04,Otoño,10.0,es,Very good service.,positive,0.8999999761581421,0.8999999761581421,positive
2022-04-15 07:23:12.000,NATHAN,Titanium,2.0,"I assume once    finishes the purchase and updates to the hotel to bring to    standards, this rating would change.",10.0,6.0,5.0,2.0,1.0,Unknown,10.0,Meeting,1.75,Excelente,19,4,2022,2022-04,Otoño,3.5,en,"I assume once    finishes the purchase and updates to the hotel to bring to    standards, this rating would change.",neutral,-0.699999988079071,0.699999988079071,negative
2022-04-14 20:45:43.000,NASIM,Gold,7.0,"Excellent location. Very old facilities. Restaurant has very mediocre food and limited menu. There is no vibe going on. There could have been a wine bar, being Argentine, showcasing nation's   selection. 
The staff was very professional and helpful.",10.0,9.0,9.0,6.0,5.0,Unknown,10.0,Leisure Individual,3.625,Excelente,38,4,2022,2022-04,Otoño,7.25,en,"Excellent location. Very old facilities. Restaurant has very mediocre food and limited menu. There is no vibe going on. There could have been a wine bar, being Argentine, showcasing nation's   selection. 
The staff was very professional and helpful.",positive,0.0,4.199999809265137,neutral
2022-04-14 14:40:12.000,MACERLO,Non-Member,2.0,"Muy poca empatia por el cliente. Super estructurados los empleados, sin sentido de la atención. 
Llegue con un grupo temprano, no tuvieron mi habitación hasta la hora de ingreso, mientras otras habitaciones durante todo el día iban ingresando. Fuimos a un evento el cual la mayoría de los huéspedes del hotel ingresaron y salieron los mismos días.  Con un simple clic podían asignarme otra habitación, misma categoría, misma fecha. 
Pero la rigidez y falta de entendimiento no los deja pensar.
No lo recomiendo para nada.",10.0,9.0,2.0,5.0,9.0,Unknown,10.0,Conference/Convention,3.125,Excelente,85,4,2022,2022-04,Otoño,6.25,es,"Very little empathy for the customer. The employees are super structured, with no sense of attention. I arrived with a group early, they didn&#39;t have my room until check-in time, while other rooms were being checked in throughout the day. We went to an event where most of the hotel guests checked in and out on the same days. With a simple click they could assign me another room, same category, same date. But the rigidity and lack of understanding doesn&#39;t let them think. I don&#39;t recommend it at all.",negative,-0.5,4.0,negative
2022-04-14 12:23:08.855,CARINA,Non-Member,7.0,Estancia excelente! Lo único que no me gustó es que no hayan respetado el precio arreglado con booking,10.0,10.0,10.0,10.0,10.0,Unknown,10.0,Friends,5.0,Excelente,18,4,2022,2022-04,Otoño,10.0,es,Excellent stay! The only thing I didn&#39;t like is that they didn&#39;t respect the price agreed with booking.,negative,0.30000001192092896,1.2999999523162842,positive
2022-04-14 12:02:05.000,RYANB,Member,10.0,"The hotel was great! Room was super clean and very modern. Staff was helpful.
Would stay here again!!!!",10.0,10.0,10.0,10.0,6.0,Unknown,10.0,Business Individual,4.5,Excelente,18,4,2022,2022-04,Otoño,9.0,en,"The hotel was great! Room was super clean and very modern. Staff was helpful.
Would stay here again!!!!",positive,0.800000011920929,3.4000000953674316,positive
2022-04-14 09:48:47.000,DAVID,Member,5.0,cleaning service was not done.,10.0,5.0,8.0,5.0,10.0,Unknown,10.0,Couple,3.5,Excelente,5,4,2022,2022-04,Otoño,7.0,en,cleaning service was not done.,negative,-0.800000011920929,0.800000011920929,negative
2022-04-13 10:19:54.000,JORGE,Non-Member,7.0,"La estadía fue aceptable. El servicio de limpieza de la habitación nunca se cumplió. 
Me hubiese gustado saber que la piscina estaba en remodelación (esto es un problema al contratar con Buquebus).
En el desayuno buffet, se debería exigir a los pasajeros el uso de barbijos y la mayoría no los utilizaba.",10.0,8.0,7.0,8.0,8.0,Unknown,10.0,Leisure Individual,3.875,Excelente,52,4,2022,2022-04,Otoño,7.75,es,"The stay was acceptable. The room cleaning service was never provided. I would have liked to know that the pool was being remodeled (this is a problem when booking with Buquebus). At the buffet breakfast, passengers should be required to wear face masks and most did not use them.",neutral,-0.5,2.0999999046325684,negative
2022-04-13 10:17:21.000,JEAN,Non-Member,1.0,"The worst    I have ever stayed.
Does not deserve the name   ! 
Norario at the front desk/check in has an attitude problem... He gzve me the wrong information for the Internet connection and too pretentious to help.
The drain of the shower is coming off and it is quite dangerous as you can hurt your feet with the loose metal
There is an expresso machine but no coffee!
The shower is tiny and the jaccuzzi does not work!
Not a   !!!!",10.0,5.0,3.0,1.0,1.0,Unknown,10.0,Couple,1.25,Excelente,81,4,2022,2022-04,Otoño,2.5,en,"The worst    I have ever stayed.
Does not deserve the name   ! 
Norario at the front desk/check in has an attitude problem... He gzve me the wrong information for the Internet connection and too pretentious to help.
The drain of the shower is coming off and it is quite dangerous as you can hurt your feet with the loose metal
There is an expresso machine but no coffee!
The shower is tiny and the jaccuzzi does not work!
Not a   !!!!",negative,-0.800000011920929,5.800000190734863,negative
2022-04-13 00:48:28.000,PILAR,Member,8.0,El Gimnasio está descuidado. No tiene elementos de bioseguridad,10.0,7.0,8.0,7.0,9.0,Unknown,10.0,Business Individual,3.875,Excelente,9,4,2022,2022-04,Otoño,7.75,es,The gym is neglected. It does not have biosecurity elements,negative,-0.800000011920929,1.7000000476837158,negative
2022-04-12 23:12:36.000,HECTOR,Member,10.0,Maravilloso tiempo vívido. Excelente atención. Lo recomiendo.,10.0,10.0,10.0,10.0,9.0,Unknown,10.0,Conference/Convention,4.875,Excelente,7,4,2022,2022-04,Otoño,9.75,es,Wonderful time spent. Excellent service. I recommend it.,positive,0.8999999761581421,2.9000000953674316,positive
2022-04-12 13:56:37.000,GABRIEL,Non-Member,9.0,Todo excelente salvo el servicio de bar que cierra a las 23 hs,10.0,9.0,9.0,9.0,9.0,Unknown,10.0,Couple,4.5,Excelente,13,4,2022,2022-04,Otoño,9.0,es,Everything was excellent except for the bar service which closes at 11pm.,positive,0.10000000149011612,0.10000000149011612,neutral
2022-04-12 12:46:40.000,JUANJOSE,Member,8.0,"Todo muy bien, pero deberían cuidar más los detalles. Por ejemplo, la canilla de la ducha se caía sola pues estaba floja. El frigobar estaba dentro del placard sobre unas maderas inestables que cada vez que se abría la puerta se desbalanceaba y se caía. La experiencia en general fue buena, pero no para un 10.",10.0,9.0,9.0,5.0,9.0,Unknown,10.0,Couple,4.0,Excelente,56,4,2022,2022-04,Otoño,8.0,es,"Everything was fine, but they should pay more attention to the details. For example, the shower faucet fell off by itself because it was loose. The minibar was inside the closet on some unstable wood that every time the door was opened it became unbalanced and fell. The overall experience was good, but not a 10.",neutral,-0.4000000059604645,2.0,negative
2022-04-12 12:20:08.000,KRISTINA,Non-Member,10.0,"Очень комфортно, в номере есть минибар, но не было белых халатов и тапочек, нам с дороги это было прям необходимо. В остальном- прекрасный номер, великолепный персонал, отличная цена, удачное расположение отеля",10.0,10.0,10.0,10.0,10.0,Unknown,10.0,Couple,5.0,Excelente,31,4,2022,2022-04,Otoño,10.0,ru,"Very comfortable, there is a minibar in the room, but there were no white robes and slippers, we really needed it after the road. Otherwise - a wonderful room, great staff, great price, good location of the hotel",positive,0.30000001192092896,0.699999988079071,positive
2022-04-12 11:52:34.000,MAURO,Member,8.0,"Quarto amplo, porém como mofo e papel de parede estufado e soltando. Café da manhã poderia ser melhor.",10.0,9.0,9.0,7.0,7.0,Unknown,10.0,Couple,4.0,Excelente,18,4,2022,2022-04,Otoño,8.0,pt,"Large room, but moldy and the wallpaper was swollen and coming off. Breakfast could be better.",negative,-0.6000000238418579,1.2000000476837158,negative
2022-04-12 11:22:43.414,EDUARDO,Member,10.0,"Excelente estadía,  muy buena atención y muy lindo el Hotel",10.0,10.0,10.0,10.0,10.0,Unknown,10.0,Conference/Convention,5.0,Excelente,10,4,2022,2022-04,Otoño,10.0,es,"Excellent stay, very good service and a very nice hotel.",positive,0.8999999761581421,0.8999999761581421,positive
2022-04-12 06:32:41.000,DELLY,Non-Member,10.0,"Excelente servicio, comodidad, muy seguro y ameno",10.0,10.0,10.0,9.0,10.0,Unknown,10.0,Conference/Convention,4.875,Excelente,7,4,2022,2022-04,Otoño,9.75,es,"Excellent service, comfort, very safe and pleasant",positive,0.8999999761581421,0.8999999761581421,positive
2022-04-11 09:29:47.000,CHRIS,Ambassador,10.0,"The staff was incredible, understanding, and super helpful; it was a real joy",10.0,9.0,10.0,9.0,7.0,Unknown,10.0,Business Individual,4.375,Excelente,13,4,2022,2022-04,Otoño,8.75,en,"The staff was incredible, understanding, and super helpful; it was a real joy",positive,0.8999999761581421,0.8999999761581421,positive
2022-04-11 06:37:32.000,ADRIANA,Member,1.0,"no estaba el bar abierto. no tenìa restaurante. 
no habìa vino. solo por copa. 
me quedè encerrada en la habitaciòn. no funcionaba bien la cerradura. 
si yo sabìa que no estaba el bar y el resto (no lo decìa la pàgina) no iba.
pagué algo que no pude disfrutar.",10.0,4.0,1.0,1.0,1.0,Unknown,10.0,Couple,0.875,Excelente,49,4,2022,2022-04,Otoño,1.75,es,"The bar wasn&#39;t open. There was no restaurant. There was no wine. Only by the glass. I was locked in the room. The lock didn&#39;t work properly. If I knew that the bar and the rest (the website didn&#39;t say so) weren&#39;t there, I wouldn&#39;t have gone. I paid for something I couldn&#39;t enjoy.",negative,-0.6000000238418579,5.199999809265137,negative
2022-04-10 11:58:41.000,MARIO,Non-Member,10.0,Buenas tardes.  Un placer. Muy agradable.  Sin Palabra.,10.0,10.0,10.0,9.0,9.0,Unknown,10.0,Couple,4.75,Excelente,8,4,2022,2022-04,Otoño,9.5,es,Good afternoon. A pleasure. Very pleasant. No words left.,positive,0.6000000238418579,2.799999952316284,positive
2022-04-10 09:33:43.000,TITO,Non-Member,9.0,"Lugar muy confortable, muy buena atención , buen servicio de desayuno , almuerzos y cenas …! Personal muy idóneo..!!",10.0,9.0,10.0,9.0,9.0,Unknown,10.0,Event/Wedding,4.625,Excelente,19,4,2022,2022-04,Otoño,9.25,es,"Very comfortable place, very good service, good breakfast, lunch and dinner service...! Very suitable staff..!!",positive,0.8999999761581421,1.899999976158142,positive
2022-04-09 06:44:05.000,IRIS,Member,6.0,"The walks were so thin that unheard the neighbours next door and above me.
The furnishings are already shabby and the wallpaper in the bathroom is peeling.
The hotel is ftom the 1980‘s and it needs renovations desperately.
The telephone in the room was useless - couldn’t reach reception or housekeeping . I could have collapsed in the room and no one would have known!",10.0,8.0,7.0,8.0,7.0,Unknown,10.0,Leisure Individual,3.75,Excelente,65,4,2022,2022-04,Otoño,7.5,en,"The walks were so thin that unheard the neighbours next door and above me.
The furnishings are already shabby and the wallpaper in the bathroom is peeling.
The hotel is ftom the 1980‘s and it needs renovations desperately.
The telephone in the room was useless - couldn’t reach reception or housekeeping . I could have collapsed in the room and no one would have known!",negative,-0.699999988079071,3.799999952316284,negative
2022-04-07 11:36:38.000,FERNANDO,Gold,1.0,"Primero llegamos a las 23:45 pm y solo había una persona atendiendo los check in, cuando la cola de pasajeros era de unas 5 personas, por lo que recién a las 1 am pude subir a la habitación.

Luego en la habitación el agua del escusado no se iba y pedí lo revisen y se demoraron dos días en hacerlo, por lo que ni siquiera pude utilizar el escusado mas de una vez por obvias razones, un verdadero desastre el servicio de mantenimiento del hotel",10.0,1.0,4.0,1.0,3.0,Unknown,10.0,Meeting,1.125,Excelente,85,4,2022,2022-04,Otoño,2.25,es,"First, we arrived at 11:45 pm and there was only one person checking in, when the queue of passengers was about 5 people long, so I was only able to go up to the room at 1 am. Then, in the room, the water in the toilet wouldn&#39;t go out and I asked them to check it and it took them two days to do so, so I couldn&#39;t even use the toilet more than once for obvious reasons. The hotel&#39;s maintenance service is a real disaster.",negative,-0.800000011920929,2.4000000953674316,negative
2022-04-06 10:23:33.000,RODRIGO,Member,9.0,"Luego de estar dos hiras esperando para que la habitación asignada  correspondiese a la qie contrate . Proceso que fue exitoso pero extremadamente largo la estadía fue perfecta . Buena atención , instalaciones de gran calidad muy bien desayuno",10.0,10.0,6.0,10.0,10.0,Unknown,10.0,Couple,4.5,Excelente,39,4,2022,2022-04,Otoño,9.0,es,"After waiting two hours for the assigned room to correspond to the one I had booked. A process that was successful but extremely long, the stay was perfect. Good service, high quality facilities, very good breakfast.",positive,0.20000000298023224,2.200000047683716,positive
2022-04-06 05:33:48.000,MARIA,Silver,10.0,Great option for Buenos Aires! Nice hotel with great hospitality,10.0,10.0,10.0,10.0,9.0,Unknown,10.0,Couple,4.875,Excelente,10,4,2022,2022-04,Otoño,9.75,en,Great option for Buenos Aires! Nice hotel with great hospitality,positive,0.8999999761581421,1.7999999523162842,positive
2022-04-05 10:19:32.000,MARCELO,Non-Member,10.0,Muy cómoda estancia,10.0,10.0,10.0,10.0,10.0,Unknown,10.0,Meeting,5.0,Excelente,3,4,2022,2022-04,Otoño,10.0,es,Very comfortable stay,positive,0.8999999761581421,0.8999999761581421,positive
2022-04-04 08:12:33.000,IGNACIO,Member,5.0,"Mi experiencia fue regular. El spa estaba cerrado. Tampoco funcionaba el hidromasaje. Me olvide una campera y tuve que llamar 2 veces para insistiendo para que se fijaran y me la pudieran hallar. El baño se inundaba. Sinceramente , no corresponde la categoría ni el costo que cobran. Slds",10.0,8.0,8.0,3.0,7.0,Unknown,10.0,Meeting,3.25,Excelente,49,4,2022,2022-04,Otoño,6.5,es,"My experience was average. The spa was closed. The whirlpool didn&#39;t work either. I forgot a jacket and had to call twice to insist that they take care of it and find it for me. The bathroom was flooded. Honestly, it doesn&#39;t correspond to the category or the price they charge. Regards",negative,-0.30000001192092896,4.0,negative
2022-04-04 07:29:39.000,ANA,Non-Member,10.0,The staff was extremely professional and welcoming.,10.0,10.0,10.0,10.0,10.0,Unknown,10.0,Family,5.0,Excelente,7,4,2022,2022-04,Otoño,10.0,en,The staff was extremely professional and welcoming.,positive,0.8999999761581421,0.8999999761581421,positive
2022-04-03 05:34:51.000,WAIFRE,Member,9.0,"Excellent séjour. Le personnel est extrêmement serviable et aimable.
Jolie chambre, spacieuse et très confortable.
Des vraies installations sportives.
Seul bémol : une chambre avec porte communicante sur une autre chambre et des voisins bruyants très tôt.
Dans l’ensemble un séjour très agréable. Je recommande vivement cet hôtel.",10.0,9.0,9.0,9.0,7.0,Unknown,10.0,Business Individual,4.25,Excelente,48,4,2022,2022-04,Otoño,8.5,fr,"Excellent stay. The staff is extremely helpful and friendly. Nice room, spacious and very comfortable. Real sports facilities. Only downside: a room with a connecting door to another room and noisy neighbors very early. Overall a very pleasant stay. I highly recommend this hotel.",positive,0.800000011920929,5.599999904632568,positive
2022-04-02 15:42:14.000,VICTORIA,Member,8.0,"The hotel was comfortable, great bed.towels weren’t replaced consistently and the pool deck was closed. But location was great. Wish that the lobby bar was more lively.",10.0,9.0,8.0,8.0,9.0,Unknown,10.0,Meeting,4.25,Excelente,27,4,2022,2022-04,Otoño,8.5,en,"The hotel was comfortable, great bed.towels weren’t replaced consistently and the pool deck was closed. But location was great. Wish that the lobby bar was more lively.",positive,0.0,0.800000011920929,neutral
2022-04-01 11:43:03.000,PATRICIA,Ambassador,1.0,I’m a    member and the front desk was very confused. My points was not credit yet. I hope the hotel fix it faster. My rewards number is 242662379.,10.0,8.0,5.0,8.0,8.0,Unknown,10.0,Meeting,3.625,Excelente,28,4,2022,2022-04,Otoño,7.25,en,I’m a    member and the front desk was very confused. My points was not credit yet. I hope the hotel fix it faster. My rewards number is 242662379.,negative,-0.6000000238418579,2.5,negative
2022-04-01 09:13:07.000,JORGE,Member,7.0,"Personal muy atento ,",10.0,8.0,8.0,7.0,6.0,Unknown,10.0,Couple,3.625,Excelente,4,4,2022,2022-04,Otoño,7.25,es,"Very attentive staff,",positive,0.8999999761581421,0.8999999761581421,positive
2022-03-31 09:53:12.000,DONALDGLEN,Member,10.0,The hotel was very nice and the staff was very helpful.,10.0,10.0,10.0,10.0,9.0,Unknown,10.0,Friends,4.875,Excelente,11,3,2022,2022-03,Otoño,9.75,en,The hotel was very nice and the staff was very helpful.,positive,0.800000011920929,0.800000011920929,positive
2022-03-31 09:35:53.000,ALAN,Member,6.0,I was happy with the accomodations but not happy that I was charged a day that I didn't stay at the hotel due to my flight being changed by the airline.,10.0,9.0,7.0,8.0,8.0,Unknown,10.0,Couple,4.0,Excelente,31,3,2022,2022-03,Otoño,8.0,en,I was happy with the accomodations but not happy that I was charged a day that I didn't stay at the hotel due to my flight being changed by the airline.,neutral,-0.699999988079071,0.699999988079071,negative
2022-03-30 15:56:48.000,MONICA,Member,10.0,"Excelente edificio y servicio, amabilidad del personal y limpieza. Buena ubicación",10.0,10.0,10.0,10.0,10.0,Unknown,10.0,Business Individual,5.0,Excelente,11,3,2022,2022-03,Otoño,10.0,es,"Excellent building and service, friendly staff and cleanliness. Good location",positive,0.8999999761581421,1.7999999523162842,positive
2022-03-29 09:17:38.000,JUSTIN,Gold,10.0,The staff was amazing!,10.0,10.0,10.0,10.0,10.0,Unknown,10.0,Conference/Convention,5.0,Excelente,4,3,2022,2022-03,Otoño,10.0,en,The staff was amazing!,positive,0.8999999761581421,0.8999999761581421,positive
2022-03-28 18:32:45.000,JAVIER,Non-Member,2.0,"Pésima la atención.llegue al hotel 15hs  Solicite habitación para 4 personas dos adultos dos niños me dieron una habitación a las 20hs con dos camas de una plaza una vergüenza me dieron dos toallones para los 4 reclamé 4 veces q me den dos toallones más me los llevaron a las 23hs realmente patetico . Di aviso que Tenía que retirarme del hotel a las 8 porque tenía vuelo a las 9:45. Tenía mi vehículo atrás de 3 autos .
Los cuales no estaban las llaves los tuve que empujar para poder salir . TENGO LA PEOR DEIS EXPERIENCIA EN SU HOTEL",10.0,6.0,1.0,1.0,6.0,Unknown,10.0,Family,1.75,Excelente,102,3,2022,2022-03,Otoño,3.5,es,"Terrible service. I arrived at the hotel at 3pm. I requested a room for 4 people, two adults and two children. They gave me a room at 8pm with two single beds. It&#39;s a disgrace. They gave me two towels for the 4 of us. I asked 4 times for them to give me two more towels. They brought them to me at 11pm. Really pathetic. I gave notice that I had to leave the hotel at 8am because I had a flight at 9:45am. I had my vehicle behind 3 cars. The keys were not there. I had to push them to get out. I HAVE THE WORST EXPERIENCE IN YOUR HOTEL.",negative,-0.4000000059604645,7.199999809265137,negative
2022-03-28 12:21:52.000,ANTONIO,Gold,7.0,staff extremely polite and helpful. apartments outdated - cold water system not working properly.,10.0,8.0,9.0,4.0,9.0,Unknown,10.0,Business Individual,3.75,Excelente,14,3,2022,2022-03,Otoño,7.5,en,staff extremely polite and helpful. apartments outdated - cold water system not working properly.,neutral,0.0,1.7000000476837158,neutral
2022-03-28 10:02:18.000,ANTONIO,Non-Member,9.0,"muy confortable , excelente personal en el hotel",10.0,9.0,9.0,7.0,7.0,Unknown,10.0,Leisure Individual,4.0,Excelente,8,3,2022,2022-03,Otoño,8.0,es,"Very comfortable, excellent staff at the hotel",positive,0.8999999761581421,0.8999999761581421,positive
2022-03-28 09:36:04.000,LADISLAO,Member,1.0,"Todo muy mal, empezando por el personal y su manera de solucionar:
llegue y caia agua por los focos!!! como es posible que salga agua de los focos!!! uno se puede morir asi! y no fueron capaces de hacer nada, exijo la devolucion de mi dinero...un desastre el    de CABA",10.0,1.0,1.0,1.0,5.0,Unknown,10.0,Couple,1.0,Excelente,50,3,2022,2022-03,Otoño,2.0,es,"Everything was very bad, starting with the staff and their way of dealing with the situation: I arrived and water was falling through the lights!!! How is it possible that water comes out of the lights!!! You could die like that! And they were not able to do anything, I demand my money back... what a disaster in CABA",negative,-0.6000000238418579,2.5999999046325684,negative
2022-03-27 09:24:07.545,ALEJANDRO,Platinum,7.0,"habitacion  bien , pero el proceso de check out bastante malo una sola persona atendiendo",10.0,9.0,5.0,8.0,6.0,Unknown,10.0,Business Individual,3.5,Excelente,15,3,2022,2022-03,Otoño,7.0,es,"Room was fine, but the check-out process was quite bad, only one person was attending.",negative,-0.699999988079071,0.699999988079071,negative
2022-03-26 12:31:55.000,ALFREDO,Member,9.0,Muy lindo lugar. Confortable. Limpio. Los detalles de accesorios de la habitación.,10.0,10.0,9.0,9.0,9.0,Unknown,10.0,Friends,4.625,Excelente,12,3,2022,2022-03,Otoño,9.25,es,Very nice place. Comfortable. Clean. The details of the room accessories.,positive,0.699999988079071,3.0,positive
2022-03-26 09:23:17.743,VICENTE,Member,9.0,Muy amplias y cómodas las habitaciones,10.0,10.0,10.0,8.0,9.0,Unknown,10.0,Meeting,4.625,Excelente,6,3,2022,2022-03,Otoño,9.25,es,Very spacious and comfortable rooms,positive,0.8999999761581421,0.8999999761581421,positive
2022-03-25 09:24:42.585,PAOLA,Non-Member,10.0,"La comida exquisita, el servicio excelente ❤️",10.0,10.0,10.0,10.0,10.0,Unknown,10.0,Couple,5.0,Excelente,7,3,2022,2022-03,Otoño,10.0,es,"Exquisite food, excellent service ❤️",positive,0.8999999761581421,0.8999999761581421,positive
2022-03-24 11:23:42.924,GUSTAVO,Member,7.0,mucha  demora en el check in y el check out.   al no haber disponible el  servicio de Concierge por lo menos visible,10.0,8.0,7.0,8.0,8.0,Unknown,10.0,Leisure Individual,3.875,Excelente,22,3,2022,2022-03,Otoño,7.75,es,Long delays in check in and check out. There was no visible Concierge service available.,negative,-0.699999988079071,1.5,negative
2022-03-24 11:07:00.000,LUCIANO,Gold,9.0,"La pasé muy bien, las instalaciones están muy bien mantenidas. Excelente el gimnasio y el desayuno.
Como negativo comentó que la pileta y el spa están en refacción desde hace más de un año, deberían darle más prioridad dado que es algo importante para un hotel de este nivel",10.0,10.0,10.0,10.0,10.0,Unknown,10.0,Meeting,5.0,Excelente,49,3,2022,2022-03,Otoño,10.0,es,"I had a great time, the facilities are very well maintained. The gym and breakfast were excellent. On the negative side, I would say that the pool and spa have been under renovation for over a year, they should give it more priority since it is something important for a hotel of this level.",positive,0.4000000059604645,2.4000000953674316,positive
2022-03-24 08:52:15.000,LUCRECIA,Member,1.0,"Hace 5 día que realice el check out y todavía no me enviaron la factura. Llame dos veces para reclamar y me indicaron que se estaban demorando por que el hotel estaba lleno. Una vergüenza, necesito con urgencia la factura de mi estadía ya que la tengo que presentar en mi trabajo.",10.0,1.0,1.0,1.0,1.0,Unknown,10.0,Business Individual,0.5,Excelente,52,3,2022,2022-03,Otoño,1.0,es,"I checked out 5 days ago and they still haven&#39;t sent me the invoice. I called twice to complain and they told me that they were taking a while because the hotel was full. It&#39;s a shame, I urgently need the invoice for my stay since I have to present it at work.",negative,-0.800000011920929,2.4000000953674316,negative
